size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0001";"GoldenEye 007 (Europe)";"12582912";"9EC14AEB";"CFF69B70A8AD674A0EFE5558765855C9";"NGEP NUS-NGEP-EUR, NUS-NGEP-AUS";5;"Verified"
"0002";"GoldenEye 007 (Japan)";"12582912";"A6BE19DD";"1880DA358F875C0740D4A6731E110109";"NGEJ NUS-NGEJ-JPN";1;"Trusted"
"0003";"GoldenEye 007 (USA)";"12582912";"B6330846";"70C525880240C1E838B8B1BE35666C3B";"NGEE NUS-NGEE-USA-1";1;"Trusted"
"0004";"007 - The World Is Not Enough (Europe) (En,Fr,De)";"33554432";"002C3B2A";"34AB1DEA3111A233A8B5C5679DE22E83";"NO7P NUS-N07P-FRA, NUS-NO7P-UKV";2;"Verified"
"0005";"007 - The World Is Not Enough (USA)";"33554432";"26360987";"9D58996A8AA91263B5CD45C385F45FE4";"NO7E NUS-N07E-USA";1;"Trusted"
"0006";"1080 TenEighty Snowboarding (Europe) (En,Ja,Fr,De)";"16777216";"75A21679";"632C98CF281CDA776E66685B278A4FA6";"NTEP NUS-NTEP-EUR";5;"Verified"
"0007";"1080 TenEighty Snowboarding (Japan, USA) (En,Ja)";"16777216";"08FE81C7";"FA27089C425DBAB99F19245C5C997613";"NTEA NUS-NTEJ-JPN";4;"Verified"
"0008";"40 Winks (Europe) (En,Es,It) (Proto) (1999-10-07)";"33554432";"7E718143";"0A5ACFEA0C7CF68AE25202040D5AD1EB";"N4WX ";1;"Trusted"
"0009";"64 de Hakken!! Tamagotchi - Minna de Tamagotchi World (Japan)";"12582912";"67A789E5";"EA6A92DE5A221A00814F7448BF6F1B31";"NTWJ NUS-NTWJ-JPN";1;"Trusted"
"0010";"64 Hanafuda - Tenshi no Yakusoku (Japan)";"8388608";"60A680E7";"66335F4DC6AB27034398BC26F263B897";"NHFJ NUS-NHFJ-JPN";1;"Trusted"
"0011";"64 Oozumou (Japan)";"16777216";"742E31FB";"2CF9EDB51ADA9DE2AE7AD9FD5ACC5580";"NOSJ NUS-NOSJ-JPN";1;"Trusted"
"0012";"64 Oozumou 2 (Japan)";"16777216";"C1BC6FD8";"F7C796371E77E0A6FBD02EB866341952";"NO2J NUS-NO2J-JPN";1;"Trusted"
"0013";"64 Trump Collection - Alice no Wakuwaku Trump World (Japan)";"12582912";"DCA7F4EB";"6B947F654775CF5DACD1E5D53D577DA7";"NTCJ NUS-NTCJ-JPN";1;"Trusted"
"0014";"Action Replay Pro 64 (Europe) (v3.0) (Unl)";"262144";"C992DFB4";"35BA407EA9E4EF7C0ACE8B4F58BEEC41";" ";0;"Not verified"
"0015";"Action Replay Pro 64 (Europe) (v3.3) (Unl)";"262144";"9FBABFDA";"67AFA5DF80A5CFC91FCE1DC918EA0A4F";" ";0;"Not verified"
"0016";"GameBooster 64 (Europe) (v1.1) (Unl)";"262144";"35B99BD9";"1A56FE2B2FE339C7DD4FF8D37EC8654B";" ";0;"Not verified"
"0017";"GameBooster 64 (USA) (v1.1) (Unl)";"262144";"E0B8EDAE";"60D0264B38E22EF0D6B9549E4C81C29F";" ";0;"Not verified"
"0018";"GameShark Pro (USA) (v2.0) (Unl)";"262144";"EF9EDF87";"437EFD7FD7F84F4C0F802D3BF1F8464E";" ";0;"Not verified"
"0019";"GameShark Pro (USA) (v3.3) (Unl)";"262144";"7CC07BBC";"9F556D184D945369DDD11B5F815814A8";" ";0;"Not verified"
"0020";"Xplorer 64 (Germany) (v1.067) (Unl)";"262144";"656ACDF5";"9137129A586E1BCAB6AE81BAC6B01275";" ";0;"Not verified"
"0021";"AeroFighters Assault (Europe) (En,Fr,De)";"12582912";"6A2B08DA";"7558E3DA7225712936D3BA3DCE210C36";"NSAP NUS-NSAP-EUR";1;"Trusted"
"0022";"AeroFighters Assault (USA)";"8388608";"4370D7E3";"79FB6E2452AF077C5EF1DDE5FC810F04";"NERE ";0;"Not verified"
"0023";"AeroGauge (Europe) (En,Fr,De)";"8388608";"040B0046";"05056045447BF1FBA8F9878A7F6009F3";"NAGP NUS-NAGP-UKV";1;"Trusted"
"0024";"AeroGauge (Japan) (Demo) (Kiosk)";"8388608";"6EE3B932";"E970AF3DE25BB5AE1154010E26AF776F";"NAGJ NUS-NAGJ-JPN";1;"Trusted"
"0025";"AeroGauge (Japan) (Rev 1)";"8388608";"F322B641";"0620C2D134A0430F4AFA208FFEDA67B8";"NAGJ NUS-NAGJ-JPN";1;"Trusted"
"0026";"AeroGauge (USA)";"8388608";"198B9E0E";"72C7FFCEA6C1430616867616F5E9D51A";"NAGE NUS-NAGE-USA";1;"Trusted"
"0027";"AI Shougi 3 (Japan)";"8388608";"86DF90E6";"4A5C509A20DB7A429DC1DD4E219AD4A2";"NS3J NUS-NS3J-JPN";1;"Trusted"
"0028";"Aidyn Chronicles - The First Mage (Europe)";"33554432";"BE7E230D";"54D0A39123C15F74AABB1ECC24D4D6A0";"NAYP NUS-NAYP-EUR";1;"Trusted"
"0029";"Aidyn Chronicles - The First Mage (USA)";"33554432";"B1F18186";"AF149336B3DDB899598E7BE8740D7DC6";"NAYE ";0;"Not verified"
"0030";"Airboarder 64 (Europe)";"8388608";"C14D45AC";"E8891F8F498A615A6CBAF75B7DDC9FA6";"NABP NUS-NABP-EUR";1;"Trusted"
"0031";"Air Boarder 64 (Japan)";"8388608";"58FCB771";"CCEE2FCF38DC2200128D75D15DB53283";"NABJ NUS-NABJ-JPN";1;"Trusted"
"0032";"Akumajou Dracula Mokushiroku - Real Action Adventure (Japan)";"12582912";"E349CFEC";"256A1CB23F9E1A2762A7A171417B5D68";"ND3J NUS-ND3J-JPN";2;"Verified"
"0033";"Akumajou Dracula Mokushiroku Gaiden - Legend of Cornell (Japan)";"16777216";"FF009C21";"47EA239717C4D225C9D0E9FD37B9FCB3";"ND4J NUS-ND4J-JPN";1;"Trusted"
"0034";"All Star Tennis '99 (Europe) (En,Fr,De,Es,It)";"8388608";"996E845F";"E3F4C868917A12BD5E84D94D1C260C7D";"NTNP NUS-NTNP-EUR";1;"Trusted"
"0035";"All Star Tennis 99 (USA)";"8388608";"A7DCF638";"AFC3DC9BB737D81903F6CE4875B63AE9";"NTNE ";0;"Not verified"
"0036";"All-Star Baseball 99 (Europe)";"12582912";"D0DE3584";"ED5F1E12DA36DBEC8A0A24ED98D4AED5";"NBSP NUS-NBSP-EUR";1;"Trusted"
"0037";"All-Star Baseball 99 (USA)";"12582912";"6D25B36F";"78551D23F230B58B9F449CDB4A285761";"NBSE ";0;"Not verified"
"0038";"All-Star Baseball 2000 (Europe)";"16777216";"D3C29AA4";"90448C4175EE9D0247674474DCABDFED";"NBEP NUS-NBEP-EUR";1;"Trusted"
"0039";"All-Star Baseball 2000 (USA)";"16777216";"69E88471";"AADA358CE97F06C4DF5BF55987268844";"NBEE ";0;"Not verified"
"0040";"All-Star Baseball 2001 (USA)";"16777216";"4D659E85";"6E01B8D425AE74EF5A0F875C700A3B18";"NASE ";0;"Not verified"
"0041";"Armorines - Project S.W.A.R.M. (Europe)";"16777216";"600BC49E";"0C2CBAFEC6F184AD39EF29B2B5E0F44A";"NARP NUS-NARP-EUR";1;"Trusted"
"0042";"Armorines - Project S.W.A.R.M. (Germany)";"16777216";"5BAB9100";"2BC48B3E6F61896B9BC7BEF5205CC49C";"NARD ";0;"Not verified"
"0043";"Armorines - Project S.W.A.R.M. (USA)";"16777216";"630A19E2";"6E6E7A703C131ADADDF4175E9037A2EB";"NARE ";0;"Not verified"
"0044";"Army Men - Air Combat (USA)";"8388608";"1952CC87";"755DF7F57EDF87706D4C80FF15883312";"NACE ";0;"Not verified"
"0045";"Army Men - Sarge's Heroes (Europe) (En,Fr,De)";"8388608";"E79048E2";"53E2872612760133AB7B2CC2E22B847C";"NAMP NUS-NAMP-UKV";1;"Trusted"
"0046";"Army Men - Sarge's Heroes (USA)";"8388608";"2FE786F6";"B8085C2EDB1C6D23E52ED8C06D92B4F8";"NAME ";0;"Not verified"
"0047";"Army Men - Sarge's Heroes 2 (USA)";"8388608";"79A71608";"6EEA5C4A6256092ED8F9BA8861C689C6";"N32E ";0;"Not verified"
"0048";"Asteroids Hyper 64 (USA)";"4194304";"F5CE3D91";"874C7B7B365D2C20AAA1A0C90C93F9B8";"NAHE ";0;"Not verified"
"0049";"Automobili Lamborghini (Europe)";"4194304";"3BAF58D5";"7853F02DC66A35BC8C2BC33D03B8F0CA";"NLCP NUS-NLCP-EUR";2;"Verified"
"0050";"Automobili Lamborghini (USA)";"4194304";"A4374EAC";"EC39579F066A9714FF030D07DEC3C9D3";"NLCE ";0;"Not verified"
"0051";"Baku Bomber Man (Japan)";"8388608";"22F54A52";"8183688A4B7D0A390496B5655BCD252E";"NBMJ NUS-NBMJ-JPN";1;"Trusted"
"0052";"Baku Bomber Man 2 (Japan)";"16777216";"86BBC278";"CA956015B6820DCFF1C814F3532E18B1";"NBVJ NUS-NBVJ-JPN";1;"Trusted"
"0053";"Bakuretsu Muteki Bangaioh (Japan)";"12582912";"6AB7FEC6";"8107825AC2A522057422463ED81E276B";"NBNJ NUS-NBNJ-JPN";1;"Trusted"
"0054";"Bakushou Jinsei 64 - Mezase! Resort Ou (Japan)";"12582912";"EF8C2F34";"09FD63AFA1156405E618752FC583DF93";"NBJJ NUS-NBJJ-JPN";1;"Trusted"
"0055";"Banjo to Kazooie no Daibouken (Japan)";"16777216";"8F7C9324";"3D3855A86FD5A1B4D30BEB0F5A4A85AF";"NBKJ NUS-NBKJ-JPN";2;"Verified"
"0056";"Banjo to Kazooie no Daibouken 2 (Japan)";"33554432";"258C58D0";"715A8816F30FA24B8D174DC5CB6F25A9";"NB7J NUS-NB7J-JPN";1;"Trusted"
"0057";"Banjo-Kazooie (Europe) (En,Fr,De)";"16777216";"525899C9";"06A43BACF5C0687F596DF9B018CA6D7F";"NBKP NUS-NBKP-EUR, NUS-NBKP-AUS";2;"Verified"
"0058";"Banjo-Kazooie (USA)";"16777216";"AD429961";"B29599651A13F681C9923D69354BF4A3";"NBKE NUS-NBKE-USA";1;"Trusted"
"0059";"Banjo-Kazooie (USA) (Rev 1)";"16777216";"FB7FFB10";"B11F476D4BC8E039355241E871DC08CF";"NBKE ";1;"Trusted"
"0060";"Banjo-Tooie (Australia)";"33554432";"2736266A";"61B5C5C3E5E1A81E5D37072C01B39B76";"NB7U NUS-NB7U-AUS";1;"Trusted"
"0061";"Banjo-Tooie (Europe) (En,Fr,De,Es)";"33554432";"1EC12F5A";"8B2E56F18421A67BCA861427453A1E19";"NB7P NUS-NB7P-EUR";2;"Verified"
"0062";"Banjo-Tooie (USA)";"33554432";"BAB803EF";"40E98FAA24AC3EBE1D25CB5E5DDF49E4";"NB7E ";0;"Not verified"
"0063";"Bass Rush - ECOGEAR PowerWorm Championship (Japan)";"33554432";"383B86EF";"2C618F6C69C3B4803F08762A03835139";"NVBJ NUS-NVBJ-JPN";1;"Trusted"
"0064";"Bassmasters 2000 (USA)";"12582912";"6B09092E";"930C7F6E5863471DDE1816D28A10EB88";"NB4E ";0;"Not verified"
"0065";"Batman Beyond - Return of the Joker (USA)";"4194304";"35299F9C";"A08676124B326B1035B202C83A97468F";"NJQE ";0;"Not verified"
"0066";"Batman of the Future - Return of the Joker (Europe) (En,Fr,De)";"4194304";"82A4BB8A";"A5EE8A6C34863E3D0EB8C06AE8668B30";"NJQP NUS-NJQP-EUR";1;"Trusted"
"0067";"BattleTanx (USA)";"8388608";"6C230765";"3406A505C22BAC2F40D9BFC6FF08CF86";"NBXE ";0;"Not verified"
"0068";"BattleTanx - Global Assault (Europe) (En,Fr,De)";"8388608";"C99C6030";"D6E667FE10AFE8F7116888EFDE98AE0E";"NBQP NUS-NBQP-UKV";1;"Trusted"
"0069";"BattleTanx - Global Assault (USA)";"8388608";"31BEB053";"654557C316F901A2CA6F7F4B43343147";"NBQE ";0;"Not verified"
"0070";"Battlezone - Rise of the Black Dogs (USA)";"16777216";"736F9D5C";"266C0989ED0929DF499389954779EA97";"NZOE ";0;"Not verified"
"0071";"Beetle Adventure Racing! (Europe) (En,Fr,De)";"16777216";"5B6C6E4C";"A94135D163E6091C960ADC918C1FB8A7";"NNSP NUS-NNSP-SCN";1;"Trusted"
"0072";"Beetle Adventure Racing! (Japan)";"16777216";"49E75825";"5FFD43089B7334072B2B74421618D973";"NB8J NUS-NB8J-JPN";1;"Trusted"
"0073";"Beetle Adventure Racing! (USA) (En,Fr,De)";"16777216";"F4A97C73";"CF97C336479DDBF1217E4DDE89D9D2D3";"NNSE ";0;"Not verified"
"0074";"Big Mountain 2000 (USA)";"12582912";"3AC924BC";"BF6780E2982C16D4A4FDB553BE8F9226";"NMUE ";0;"Not verified"
"0075";"Bio F.R.E.A.K.S. (Europe)";"16777216";"2C4EB906";"42672BA5E98CD21D7F3E3745E69038DD";"NBFP NUS-NBFP-EUR";1;"Trusted"
"0076";"Bio F.R.E.A.K.S. (USA)";"16777216";"DFBF448C";"B90AB8F7605D971CC7A6D9BA5E67D1AF";"NBFE ";0;"Not verified"
"0077";"Biohazard 2 (Japan)";"67108864";"4F9D569F";"F77D70959222276491222F31EBFF3BF1";"NB5J NUS-NB5J-JPN";1;"Trusted"
"0078";"Blast Corps (Europe) (En,De)";"8388608";"4C820695";"889D4D337AD11CE94357511C725EAB6A";"NBCP NUS-NBCP-EUR";3;"Verified"
"0079";"Blast Corps (USA)";"8388608";"767A95E7";"A8DFDFF49144627492DA9B0B65B91845";"NBCE ";0;"Not verified"
"0080";"Blast Corps (USA) (Rev 1)";"8388608";"9CBBCCF1";"5875FC73069077C93E214233B60F0BDC";"NBCE ";0;"Not verified"
"0081";"Blastdozer (Japan)";"8388608";"081A3641";"16B82D53D7F038A8FE67A78027720516";"NBCJ NUS-NBCJ-JPN";1;"Trusted"
"0082";"Blues Brothers 2000 (Europe) (En,Fr,De,Es,It,Nl)";"16777216";"8FB41658";"31B4A8ED52B48E756B344C9F22736E50";"NBPP NUS-NBPP-EUR";1;"Trusted"
"0083";"Blues Brothers 2000 (USA)";"16777216";"C6F49764";"997FD8F79CD6F3CD1C1C1FD21E358717";"NBPE ";0;"Not verified"
"0084";"Body Harvest (Europe) (En,Fr,De)";"12582912";"6A04CDAE";"B27FA5E9AD0CB47BB3A74FFAC7BC8EDF";"NBHP NUS-NBHP-EUR";2;"Verified"
"0085";"Body Harvest (USA)";"12582912";"FABBDF02";"3B8585ED03E8DDB89D7DE456317545E7";"NBHE ";0;"Not verified"
"0086";"Bokujou Monogatari 2 (Japan)";"16777216";"F97237C7";"1CF31E7F6E0DEB2C18C39DDD4EED9E51";"NYWJ NUS-NYWJ-JPN";1;"Trusted"
"0087";"Bomberman 64 (Europe)";"8388608";"525339C5";"B68F49AA8F6F7499184AC6B7B8570F2B";"NBMP NUS-NBMP-EUR, NUS-NBMP-AUS";2;"Verified"
"0088";"Bomberman 64 (Japan)";"12582912";"7E74EEDC";"08E491F87445C6E5C168D982FC665D5F";"NHAJ NUS-NHAJ-JPN";1;"Trusted"
"0089";"Bomberman 64 (USA)";"8388608";"3ED0E0DC";"093058ECE14C8CC1A887B2087EB5CFE9";"NBME ";0;"Not verified"
"0090";"Bomberman 64 - The Second Attack! (USA)";"16777216";"57550007";"AEC1FDB0F1CAAD86C9F457989A4CE482";"NBVE ";0;"Not verified"
"0091";"Bomberman Hero (Europe)";"12582912";"59E39947";"F79EF0813157880FFBAD6199E07579BE";"NBDP NUS-NBDP-EUR";2;"Verified"
"0092";"Bomberman Hero (USA)";"12582912";"2CC2E634";"EF2453BFF7AD0C4BFA9AB0BD6324EBF3";"NBDE ";1;"Trusted"
"0093";"Bomberman Hero - Mirian Oujo o Sukue! (Japan)";"12582912";"69CEABCC";"EE273763C7391458865FF26C7EA0C3F1";"NUS-NBDJ-JPN ";2;"Verified"
"0094";"Bottom of the 9th (USA)";"16777216";"1844C8CA";"FB19AFD5E8C49978E6E6AE3622E0498A";"NBOE ";0;"Not verified"
"0095";"Brunswick Circuit Pro Bowling (USA)";"8388608";"80D70173";"62E92102D6FD1701A6E904DA6AB58AE8";"NOWE ";0;"Not verified"
"0096";"Buck Bumble (Europe) (En,Fr,De,Es,It)";"12582912";"E26192AB";"A2E4BE02876CB0F0D1E925FF95090C96";"NBLP NUS-NBLP-EUR";2;"Verified"
"0097";"Buck Bumble (Japan)";"12582912";"2ED81A65";"AEE981977D8F069003574CD10A268D47";"NBLJ NUS-NBLJ-JPN";1;"Trusted"
"0098";"Buck Bumble (USA)";"12582912";"8EC937DB";"41417FCE2B37EAAE787C5A845A0015C4";"NBLE ";0;"Not verified"
"0099";"Bug's Life, A (Europe)";"12582912";"791881D4";"ED3E962653A1CD56AAB175DEEE6EE52A";"NBYP NUS-NBYP-UKV";1;"Trusted"
"0100";"Bug's Life, A (France)";"12582912";"E5429094";"D2860D4FBD0EC4B2711A6EF8D78F9866";"NBYF ";0;"Not verified"
"0101";"Bug's Life, A (Germany)";"12582912";"15A32836";"CBEF54768670F4B5602CCBC90150007A";"NBYD ";0;"Not verified"
"0102";"Bug's Life, A (Italy)";"12582912";"2D118764";"E3609FD12369C464E832C6D2A4D20790";"NBYI NUS-NBYI-ITA";1;"Trusted"
"0103";"Bug's Life, A (USA)";"12582912";"CF2EA0B6";"7FD6BFFB80F920E01EF869829D485EA3";"NBYE NUS-NBYE-USA";1;"Trusted"
"0104";"Bust-A-Move '99 (USA)";"8388608";"C285FC69";"8567382D3CD5BC0406B7B4C780F621DC";"NB3E ";0;"Not verified"
"0105";"Bust-A-Move 2 - Arcade Edition (Europe)";"8388608";"04731BAB";"094F639A9BA63B2136D2887C8D72BCA0";"NBUP NUS-NBUP-EUR";1;"Trusted"
"0106";"Bust-A-Move 2 - Arcade Edition (USA)";"8388608";"9F54CD2D";"8897A39E34AEE4D3F807AF255C6617D6";"NBUE ";0;"Not verified"
"0107";"Bust-A-Move 3 DX (Europe)";"8388608";"95595889";"3EA21256DDC4157C3231AE5CC9C4652A";"NB3P NUS-NB3P-EUR";1;"Trusted"
"0108";"California Speed (USA)";"16777216";"6F6262CB";"965AD2FA317F0644E49A89A3219719CB";"NCLE ";0;"Not verified"
"0109";"Carmageddon 64 (Europe) (En,Fr,De,Es)";"16777216";"8569F1A0";"CA21467BDE6B355E7A15B8F1ADA7B24D";"NCDX ";0;"Not verified"
"0110";"Carmageddon 64 (Europe) (En,Fr,Es,It)";"16777216";"8036F999";"59EB5646FA079BCBD7A340D7A10196DD";"NCDY NUS-NCDY-EUR";1;"Trusted"
"0111";"Carmageddon 64 (USA)";"16777216";"10C6A0A1";"31BB57C1FAD0D47DC2353C1950B11886";"NCDE ";0;"Not verified"
"0112";"Castlevania (Europe) (En,Fr,De)";"12582912";"D9D76235";"57146B6CD8EE7D96B01A811F98A1AC61";"ND3P NUS-ND3P-EUU";1;"Trusted"
"0113";"Castlevania (USA)";"12582912";"8B0D3C00";"1CC5CF3B4D29D8C3ADE957648B529DC1";"ND3E ";0;"Not verified"
"0114";"Castlevania (USA) (Rev 2)";"12582912";"83032D97";"06B58673F7D31C56F8FE8186E86F6BD6";"ND3E ";0;"Not verified"
"0115";"Castlevania - Legacy of Darkness (Europe) (En,Fr,De)";"16777216";"12AB9B45";"78D5F8A98A5ED21D0817856BCD2AD750";"ND4P NUS-ND4P-EUU";1;"Trusted"
"0116";"Castlevania - Legacy of Darkness (USA)";"16777216";"AB13028C";"25258460F98F567497B24844ABE3A05B";"ND4E ";0;"Not verified"
"0117";"Centre Court Tennis (Europe)";"12582912";"B1D26F39";"31FB88048076ACE4BD4205C5F40414AB";"NTSP NUS-NTSP-EUR";1;"Trusted"
"0118";"Chameleon Twist (Europe)";"12582912";"587DD983";"1CD90B13B7FD6AFDCB838F801D807826";"NCTP NUS-NCTP-EUR";1;"Trusted"
"0119";"Chameleon Twist (Japan)";"12582912";"6395C475";"C0EB519122D63A944A122437EC1B98EE";"NCTJ NUS-NCTJ-JPN";1;"Trusted"
"0120";"Chameleon Twist (USA)";"12582912";"7FE024C9";"397BE52D4FB7DF1E26C6275E05425571";"NCTE ";0;"Not verified"
"0121";"Chameleon Twist 2 (Europe)";"8388608";"3B53519F";"45D1D039AB7926ADC748DE640AFD986A";"N2VP NUS-N2VP-EUR";1;"Trusted"
"0122";"Chameleon Twist 2 (Japan)";"12582912";"08287CC8";"740AD4DB03952BBE997DB09947A41E62";"NV2J NUS-NV2J-JPN";1;"Trusted"
"0123";"Chameleon Twist 2 (USA)";"8388608";"CDF26D67";"00327E0B5DF6DCE6DECC31353F33A3D3";"N2VE ";0;"Not verified"
"0124";"Charlie Blast's Territory (Europe)";"4194304";"82C1D9E1";"DD53E1F83E8789D23DF6AF942FFEF236";"NCBP NUS-NCBP-EUR";1;"Trusted"
"0125";"Charlie Blast's Territory (USA)";"4194304";"BA4E65A8";"59FA8C6D533D36C0FFC2AAFAB7166E6F";"NCBE ";0;"Not verified"
"0126";"Chopper Attack (Europe)";"8388608";"C1DCD7AB";"8F6BED633BE214CF039DBDAC356231CE";"NCHP NUS-NCHP-EUR";1;"Trusted"
"0127";"Chopper Attack (USA)";"8388608";"AA5D76A9";"C37E8AFB4F3ECC86D01CE7388CA59347";"NCHE ";0;"Not verified"
"0128";"Choro Q 64 (Japan)";"8388608";"231F9284";"8287A908E36E79B2D3AF0BD22C43ECD9";"NCRJ NUS-NCRJ-JPN";1;"Trusted"
"0129";"Choro Q 64 2 - Hacha Mecha Grand Prix Race (Japan)";"12582912";"5C565AD6";"9081370141079031EBBDBCA56FC8C7D8";"NCGJ NUS-NCGJ-JPN";1;"Trusted"
"0130";"Chou Kuukan Nighter Pro Yakyuu King (Japan)";"8388608";"5F75634E";"78838C202C4FF5A460586451EE9182AA";"NPKJ NUS-NPKJ-JPN";1;"Trusted"
"0131";"Chou Kuukan Nighter Pro Yakyuu King 2 (Japan)";"16777216";"479643E2";"97EAB4DC83DA0AD2890DE2AAAA5D109A";"NP2J NUS-NP2J-JPN";1;"Trusted"
"0132";"Chou Snobo Kids (Japan)";"16777216";"DD4E84E4";"9181B35A758EF17D1E2DC595DF55EE3C";"NK2J NUS-NK2J-JPN";1;"Trusted"
"0133";"City-Tour GP - Zen-Nihon GT Senshuken (Japan)";"16777216";"E272BDF6";"2A0BF5A9A136D57AF01D199B16899634";"NGTJ NUS-NGTJ-JPN";1;"Trusted"
"0134";"Clay Fighter - Sculptor's Cut (USA)";"16777216";"434DE656";"30E7E083B978408D5B7760D0CE4DC61D";"NC2E ";0;"Not verified"
"0135";"Clay Fighter 63 1-3 (Europe)";"12582912";"82263E5D";"41965B533F3DD95663361D9DF68B0C1F";"NCFP NUS-NCFP-EUR";1;"Trusted"
"0136";"Clay Fighter 63 1-3 (USA)";"12582912";"3FA647DD";"3207BF22E305C488109B09A03706F36F";"NCFE NUS-NCFE-USA";1;"Trusted"
"0137";"Clay Fighter 63 1-3 (USA) (Beta) (1997-08-21)";"12582912";"18F4166A";"CBBEAFF5A9074D1A5507CF46CD683D36";"NCFE ";0;"Not verified"
"0138";"Command & Conquer (Europe) (En,Fr)";"33554432";"F3DA8A26";"42DA4C7D040F9E7CD046A42EC3E68027";"NCCP NUS-NCCP-EUR";2;"Verified"
"0139";"Command & Conquer (Germany)";"33554432";"6CD0FC99";"1A9195662C89DCBEA88BCFA99B096CDE";"NCCD NUS-NCCD-NOE";1;"Trusted"
"0140";"Command & Conquer (USA)";"33554432";"3E9069EF";"B436F4717AC585B0D847756468FD6393";"NCCE ";0;"Not verified"
"0141";"Conker's Bad Fur Day (Europe)";"67108864";"4667CFE9";"05194D49C14E52055DF72A54D40791E1";"NFUP NUS-NFUP-EUR";1;"Trusted"
"0142";"Conker's Bad Fur Day (USA)";"67108864";"CE8CC172";"00E2920665F2329B95797A7EAABC2390";"NFUE ";0;"Not verified"
"0143";"Cruis'n Exotica (USA)";"16777216";"867A2CED";"DB7A03B77D44DB81B8A3FCDFC4B72D8C";"NXOE ";0;"Not verified"
"0144";"Cruis'n USA (Europe)";"8388608";"8935A8D9";"69CD5BA6BC9310B9E37CCB1BC6BD16AD";"NCUP NUS-NCUP-EUR, NUS-NCUP-AUS";3;"Verified"
"0145";"Cruis'n USA (USA)";"8388608";"5238B727";"00A3E885F8D899646228A21D946B2102";"NCUE ";0;"Not verified"
"0146";"Cruis'n USA (USA) (Rev 1)";"8388608";"4655BA2D";"45FC88E2BA6711F25F0DE988E719DF29";"NCUE ";0;"Not verified"
"0147";"Cruis'n USA (USA) (Rev 2)";"8388608";"C3B52701";"2838A9018AD2BCB8B7F6161C746A1B71";"NCUE NUS-NCUE-USA";1;"Trusted"
"0148";"Cruis'n World (Europe)";"12582912";"E46CE079";"AF950A1B6C460D7FC3E78375D35047EF";"NCWP NUS-NCWP-EUR";1;"Trusted"
"0149";"Cruis'n World (USA)";"12582912";"A123769F";"AADA4CBD938E58A447B399A1D46F03E6";"NCWE ";0;"Not verified"
"0150";"Custom Robo (Japan)";"16777216";"F2FAE693";"A06D2E83CF2628915E8847F609474661";"NCXJ NUS-NCXJ-JPN";1;"Trusted"
"0151";"Custom Robo V2 (Japan)";"16777216";"C8201454";"115118DD5E0F02D82BA1BF070A7B78F1";"NCZJ NUS-NCZJ-JPN";3;"Verified"
"0152";"CyberTiger (Europe)";"16777216";"7319D9AF";"8C4A4CD472D610CDA5459B3A92F21D30";"NT4P NUS-NT4P-EUR";1;"Trusted"
"0153";"CyberTiger (USA)";"16777216";"10CC5F15";"88072F30D4F9CF384B2B3A0300649218";"NT4E ";0;"Not verified"
"0154";"Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl)";"16777216";"C61F6BB9";"1408FCF68B60D845F090107EF355A7E5";"NDUP NUS-NDUP-EUR";1;"Trusted"
"0155";"Dance Dance Revolution - Disney Dancing Museum (Japan)";"33554432";"43EE0117";"0B86FA9259E2B751111A1701091644B1";"NDFJ NUS-NDFJ-JPN";1;"Trusted"
"0156";"Dark Rift (Europe)";"8388608";"D2A19C71";"4242FDE5B74F22AAF5746459E126121F";"NDKP NUS-NDKP-EUR, NUS-NDKP-AUS";2;"Verified"
"0157";"Dark Rift (USA)";"8388608";"83FD222F";"ECB170EBBFDA0E932C07524040BCC36C";"NDKE ";0;"Not verified"
"0158";"Deadly Arts (USA)";"12582912";"3DB8130E";"A2A4A0318DAB366A595336B6F80FF3AB";"NGAE ";0;"Not verified"
"0159";"Defi au Tetris Magique (France)";"16777216";"E7EF60E8";"C644E318B33C4EBD94695C0C3E1E80FF";"NMTF ";0;"Not verified"
"0160";"Densha de Go! 64 (Japan)";"33554432";"7BFC71E0";"772FA166E5DB51EFFC77FB8D832AC4D2";"ND6J NUS-ND6J-JPN";1;"Trusted"
"0161";"Derby Stallion 64 (Japan)";"33554432";"A9417994";"7F57463856540104B21A5289312B626F";"NDAJ NUS-NDAJ-JPN";1;"Trusted"
"0162";"Derby Stallion 64 (Japan) (Beta)";"33554432";"8EC950A9";"1051E1402EE110F3C5E372C9E1C5B338";" ";0;"Not verified"
"0163";"Destruction Derby 64 (Europe) (En,Fr,De)";"16777216";"7AD9E429";"BDA717ECC8434F12F313342485828B58";"NDEP NUS-NDEP-EUR";1;"Trusted"
"0164";"Destruction Derby 64 (USA)";"16777216";"38F1B5D9";"7FCCB47498EEC06E96AE9372247D1E90";"NDEE ";0;"Not verified"
"0165";"Dezaemon 3D (Japan)";"16777216";"9E978488";"54BE265E7B2C28AB92BF1A4130ACB5A2";"CDZJ NUS-CDZJ-JPN";1;"Trusted"
"0166";"Diddy Kong Racing (Europe) (En,Fr,De)";"12582912";"4A13323C";"0F0B7B78B345FBF2581D834CB4A81245";"NDYP NUS-NDYP-EUR";1;"Trusted"
